Code/Year,Registered,Audit Date,Age of File
808/2019,2019-05-17,2024-05-31,1841.0
809/2019,2019-05-27,2024-05-31,1831.0
810/2019,2019-05-20,2024-05-31,1838.0
812/2019,2019-05-20,2024-05-31,1838.0
813/2019,2019-05-20,2024-05-31,1838.0
1041/2019,2019-07-01,2024-05-31,1796.0
1042/2019,2019-07-01,2024-05-31,1796.0
1043/2019,2019-07-01,2024-05-31,1796.0
1044/2019,2019-07-01,2024-05-31,1796.0
1045/2019,2019-07-01,2024-05-31,1796.0
1046/2019,2019-07-01,2024-05-31,1796.0
1047/2019,2019-07-02,2024-05-31,1795.0
1048/2019,2019-07-02,2024-05-31,1795.0
1049/2019,2019-07-02,2024-05-31,1795.0
1050A/2019,2019-07-02,2024-05-31,1795.0
1050/2019,2019-07-02,2024-05-31,1795.0
1052/2019,2019-07-02,2024-05-31,1795.0
1053/2019,2019-07-02,2024-05-31,1795.0
1054/2019,2019-07-02,2024-05-31,1795.0
1055/2019,2019-07-02,2024-05-31,1795.0
1056/2019,2019-07-03,2024-05-31,1794.0
1057/2019,2019-07-03,2024-05-31,1794.0
1058/2019,2019-07-03,2024-05-31,1794.0
1059/2019,2019-07-03,2024-05-31,1794.0
1060/2019,2019-07-03,2024-05-31,1794.0
1061/2019,2019-07-03,2024-05-31,1794.0
1062/2019,2019-07-03,2024-05-31,1794.0
1064/2019,2019-07-03,2024-05-31,1794.0
1066/2019,2019-07-04,2024-05-31,1793.0
1067/2019,2019-07-04,2024-05-31,1793.0
1068/2019,2019-07-04,2024-05-31,1793.0
1069/2019,2019-07-04,2024-05-31,1793.0
1070/2019,2019-07-04,2024-05-31,1793.0
1071/2019,2019-07-05,2024-05-31,1792.0
1072/2019,2019-07-05,2024-05-31,1792.0
1073/2019,2019-07-05,2024-05-31,1792.0
1074/2019,2019-07-05,2024-05-31,1792.0
1075/2019,2019-07-08,2024-05-31,1789.0
1077/2019,2019-07-08,2024-05-31,1789.0
1079/2019,2019-07-08,2024-05-31,1789.0
1080/2019,2019-07-08,2024-05-31,1789.0
1021/2019,2019-06-21,2024-05-31,1806.0
1022/2019,2019-06-27,2024-05-31,1800.0
1023/2019,2019-06-27,2024-05-31,1800.0
1024/2019,2019-06-27,2024-05-31,1800.0
1025/2019,2019-06-27,2024-05-31,1800.0
1026/2019,2019-06-28,2024-05-31,1799.0
1027/2019,2019-06-28,2024-05-31,1799.0
1028/2019,2019-07-03,2024-05-31,1794.0
1029/2019,2019-10-11,2024-05-31,1694.0
1030/2019,2019-06-28,2024-05-31,1799.0
1031/2019,2019-06-28,2024-05-31,1799.0
1032/2019,2019-06-29,2024-05-31,1798.0
1033/2019,2019-06-28,2024-05-31,1799.0
1034/2019,2019-06-28,2024-05-31,1799.0
1036/2019,2019-06-28,2024-05-31,1799.0
1037/2019,2019-06-28,2024-05-31,1799.0
1038/2019,2019-07-29,2024-05-31,1768.0
1039/2019,2019-06-28,2024-05-31,1799.0
1040/2019,2019-06-28,2024-05-31,1799.0
1151/2019,2019-07-23,2024-05-31,1774.0
1152/2019,2019-07-23,2024-05-31,1774.0
1153/2019,2019-07-23,2024-05-31,1774.0
1154/2019,2019-07-23,2024-05-31,1774.0
1158/2019,2019-07-24,2024-05-31,1773.0
1159/2019,2019-07-25,2024-05-31,1772.0
1160/2019,2019-07-25,2024-05-31,1772.0
1163/2019,2019-07-24,2024-05-31,1773.0
1164/2019,2019-07-25,2024-05-31,1772.0
1165/2019,2019-07-26,2024-05-31,1771.0
1166/2019,2019-07-26,2024-05-31,1771.0
1167/2019,2019-07-26,2024-05-31,1771.0
1168/2019,2019-07-26,2024-05-31,1771.0
1170/2019,2019-07-26,2024-05-31,1771.0
1171/2019,2019-07-26,2024-05-31,1771.0
1172/2019,2019-09-03,2024-05-31,1732.0
1172A/2019,2019-07-26,2024-05-31,1771.0
1900/2019,2019-11-19,2024-05-31,1655.0
1899/2019,2019-11-19,2024-05-31,1655.0
1898/2019,2019-11-19,2024-05-31,1655.0
1896/2019,2019-11-19,2024-05-31,1655.0
1895/2019,2019-11-27,2024-05-31,1647.0
1894/2019,2019-11-19,2024-05-31,1655.0
1893/2019,2019-11-18,2024-05-31,1656.0
1892/2019,2019-11-18,2024-05-31,1656.0
1891/2019,2019-11-18,2024-05-31,1656.0
1890/2019,2019-11-18,2024-05-31,1656.0
1889/2019,2019-11-18,2024-05-31,1656.0
1888/2019,2019-11-18,2024-05-31,1656.0
1887/2019,2019-11-15,2024-05-31,1659.0
1886/2019,2019-11-15,2024-05-31,1659.0
1885/2019,2019-11-15,2024-05-31,1659.0
1884/2019,2019-11-15,2024-05-31,1659.0
1883/2019,2019-11-15,2024-05-31,1659.0
1882/2019,2019-01-16,2024-05-31,1962.0
1881/2019,2019-11-14,2024-05-31,1660.0
1787/2019,2019-10-28,2024-05-31,1677.0
1786/2019,2019-10-28,2024-05-31,1677.0
1785/2019,2019-10-28,2024-05-31,1677.0
1784/2019,2019-10-28,2024-05-31,1677.0
1782/2019,2019-10-28,2024-05-31,1677.0
1781/2019,2019-10-25,2024-05-31,1680.0
1780/2019,2019-10-25,2024-05-31,1680.0
1779/2019,2019-10-25,2024-05-31,1680.0
1778/2019,2019-10-25,2024-05-31,1680.0
1777/2019,2019-10-15,2024-05-31,1690.0
1776/2019,2019-10-15,2024-05-31,1690.0
1775/2019,2019-10-25,2024-05-31,1680.0
1774/2019,2019-10-25,2024-05-31,1680.0
1773/2019,2019-10-25,2024-05-31,1680.0
1772/2019,2019-10-25,2024-05-31,1680.0
1771/2019,2019-10-25,2024-05-31,1680.0
2031/2019,2019-12-11,2024-05-31,1633.0
2032/2019,2019-12-11,2024-05-31,1633.0
2033/2019,2019-12-11,2024-05-31,1633.0
2034/2019,2019-12-17,2024-05-31,1627.0
2035/2019,2019-12-11,2024-05-31,1633.0
2039/2019,2019-12-11,2024-05-31,1633.0
2040/2019,2019-12-16,2024-05-31,1628.0
2041/2019,2019-12-16,2024-05-31,1628.0
2043/2019,2019-12-16,2024-05-31,1628.0
2044/2019,2019-12-17,2024-05-31,1627.0
2045/2019,2019-12-16,2024-05-31,1628.0
2047/2019,2019-12-16,2024-05-31,1628.0
2048/2019,2019-12-16,2024-05-31,1628.0
2049/2019,2019-12-16,2024-05-31,1628.0
2050/2019,2019-01-06,2024-05-31,1972.0
2051/2019,2019-12-17,2024-05-31,1627.0
2052/2019,2019-12-17,2024-05-31,1627.0
2054/2019,2019-12-17,2024-05-31,1627.0
2055/2019,2019-12-17,2024-05-31,1627.0
2056/2019,2019-12-17,2024-05-31,1627.0
2058/2019,2019-12-17,2024-05-31,1627.0
2059/2019,2019-12-18,2024-05-31,1626.0
2060/2019,2019-12-17,2024-05-31,1627.0
2061/2019,2019-12-18,2024-05-31,1626.0
2062/2019,2019-12-18,2024-05-31,1626.0
2063/2019,2019-12-23,2024-05-31,1621.0
1658/2019,2019-10-03,2024-05-31,1702.0
1659/2019,2019-10-03,2024-05-31,1702.0
1660/2019,2019-10-04,2024-05-31,1701.0
1663/2019,2019-10-04,2024-05-31,1701.0
1664/2019,2019-10-04,2024-05-31,1701.0
1667/2019,2019-10-04,2024-05-31,1701.0
1668/2019,2019-10-04,2024-05-31,1701.0
1669/2019,2019-10-04,2024-05-31,1701.0
1670/2019,2019-10-04,2024-05-31,1701.0
1672/2019,2019-10-07,2024-05-31,1698.0
1673/2019,2019-10-07,2024-05-31,1698.0
1674/2019,2019-10-07,2024-05-31,1698.0
1675/2019,2019-10-07,2024-05-31,1698.0
1676/2019,2019-10-07,2024-05-31,1698.0
1677/2019,2019-10-07,2024-05-31,1698.0
1678/2019,2019-10-07,2024-05-31,1698.0
1679/2019,2019-10-07,2024-05-31,1698.0
1680/2019,2019-10-07,2024-05-31,1698.0
1682/2019,2019-10-08,2024-05-31,1697.0
1685/2019,2019-10-09,2024-05-31,1696.0
1686/2019,2019-10-09,2024-05-31,1696.0
1687/2019,2019-10-09,2024-05-31,1696.0
1688/2019,2019-10-11,2024-05-31,1694.0
1689/2019,2019-10-11,2024-05-31,1694.0
1691/2019,2019-10-11,2024-05-31,1694.0
1692/2019,2019-10-11,2024-05-31,1694.0
1694/2019,2019-10-11,2024-05-31,1694.0
1695/2019,2019-10-11,2024-05-31,1694.0
E163/2021,2021-05-27,2024-05-31,1100.0
E134/2021,2021-05-19,2024-05-31,1108.0
E136/2021,2021-05-20,2024-05-31,1107.0
E137/2021,2021-05-20,2024-05-31,1107.0
E138/2021,2021-05-24,2024-05-31,1103.0
E140/2021,2021-05-24,2024-05-31,1103.0
E141/2021,2021-05-24,2024-05-31,1103.0
E142/2021,2021-06-03,2024-05-31,1093.0
E143/2021,2021-05-24,2024-05-31,1103.0
E146/2021,2021-05-24,2024-05-31,1103.0
E147/2021,2021-05-24,2024-05-31,1103.0
E149/2021,2021-05-24,2024-05-31,1103.0
E150/2021,2021-05-25,2024-05-31,1102.0
E152/2021,2021-05-25,2024-05-31,1102.0
E153/2021,2021-05-25,2024-05-31,1102.0
E154/2021,2021-05-25,2024-05-31,1102.0
E156/2021,2021-05-25,2024-05-31,1102.0
E158/2021,2021-05-26,2024-05-31,1101.0
E159/2021,2021-05-26,2024-05-31,1101.0
E161/2021,2021-05-26,2024-05-31,1101.0
E162/2021,2021-05-26,2024-05-31,1101.0
E157/2021,2021-05-27,2024-05-31,1100.0
E284/2021,2021-07-01,2024-05-31,1065.0
E285/2021,2021-07-01,2024-05-31,1065.0
E286/2021,2021-07-01,2024-05-31,1065.0
E289/2021,2021-07-02,2024-05-31,1064.0
E290/2021,2021-07-02,2024-05-31,1064.0
E291/2021,2021-07-02,2024-05-31,1064.0
E283/2021,2021-03-26,2024-05-31,1162.0
E241/2021,2021-06-17,2024-05-31,1079.0
E240/2021,2021-06-17,2024-05-31,1079.0
E243/2021,2021-06-18,2024-05-31,1078.0
E245/2021,2021-06-18,2024-05-31,1078.0
E246/2021,2021-06-18,2024-05-31,1078.0
E242/2021,2021-06-17,2024-05-31,1079.0
E250/2021,2021-06-22,2024-05-31,1074.0
E253/2021,2021-06-23,2024-05-31,1073.0
E254/2021,2021-06-23,2024-05-31,1073.0
E257/2021,2021-06-23,2024-05-31,1073.0
E256/2021,2021-06-22,2024-05-31,1074.0
E258/2021,2021-06-23,2024-05-31,1073.0
E262/2021,2021-06-24,2024-05-31,1072.0
E264/2021,2021-06-24,2024-05-31,1072.0
E265/2021,2021-06-24,2024-05-31,1072.0
E260/2021,2021-06-23,2024-05-31,1073.0
E266/2021,2021-06-24,2024-05-31,1072.0
E268/2021,2021-06-24,2024-05-31,1072.0
E269/2021,2021-06-25,2024-05-31,1071.0
E271/2021,2021-06-26,2024-05-31,1070.0
E267/2021,2021-06-24,2024-05-31,1072.0
E272/2021,2021-07-28,2024-05-31,1038.0
E274/2021,2021-07-28,2024-05-31,1038.0
E275/2021,2021-06-30,2024-05-31,1066.0
E277/2021,2021-06-30,2024-05-31,1066.0
E278/2021,2021-06-30,2024-05-31,1066.0
E279/2021,2021-03-26,2024-05-31,1162.0
E281/2021,2021-07-01,2024-05-31,1065.0
E283/2021,2021-07-01,2024-05-31,1065.0
E282/2021,2021-07-01,2024-05-31,1065.0
E330 /2021,2021-07-15,2024-05-31,1051.0
E225/2021,2021-06-15,2024-05-31,1081.0
E331/2021,2021-07-15,2024-05-31,1051.0
E332/2021,2021-07-15,2024-05-31,1051.0
E333/2021,2021-07-15,2024-05-31,1051.0
E334/2021,2021-07-16,2024-05-31,1050.0
E336/2021,2021-07-16,2024-05-31,1050.0
E337/2021,2021-07-16,2024-05-31,1050.0
E339/2021,2021-07-16,2024-05-31,1050.0
E517/2021,2021-09-08,2024-05-31,996.0
E340/2021,2021-07-19,2024-05-31,1047.0
E341/2021,2021-07-19,2024-05-31,1047.0
E342/2021,2021-07-19,2024-05-31,1047.0
E343/2021,2021-07-19,2024-05-31,1047.0
E344/2021,2021-07-19,2024-05-31,1047.0
E345/2021,2021-07-08,2024-05-31,1058.0
E346/2021,2021-07-08,2024-05-31,1058.0
E347/2021,2021-07-22,2024-05-31,1044.0
E348/2021,2021-07-22,2024-05-31,1044.0
E349/2021,2021-07-22,2024-05-31,1044.0
E350/2021,2021-07-22,2024-05-31,1044.0
E351/2021,2021-07-23,2024-05-31,1043.0
E353/2021,2021-07-26,2024-05-31,1040.0
E354/2021,2021-07-26,2024-05-31,1040.0
E355/2021,2021-07-26,2024-05-31,1040.0
E356/2021,2021-07-26,2024-05-31,1040.0
E358/2021,2021-07-26,2024-05-31,1040.0
E359/2021,2021-07-26,2024-05-31,1040.0
E362/2021,2021-07-27,2024-05-31,1039.0
E364/2021,2021-07-27,2024-05-31,1039.0
E365/2021,2021-07-29,2024-05-31,1037.0
E368/2021,2021-07-29,2024-05-31,1037.0
E305/2021,2021-07-06,2024-05-31,1060.0
231/2021,2021-03-12,2024-05-31,1176.0
E299/2021,2021-07-05,2024-05-31,1061.0
E270/2021,2021-06-26,2024-05-31,1070.0
E210/2021,2021-03-06,2024-05-31,1182.0
E180/2021,2021-06-02,2024-05-31,1094.0
E367/2021,2021-07-28,2024-05-31,1038.0
E366/2021,2021-07-28,2024-05-31,1038.0
E575/2021,2021-09-23,2024-05-31,981.0
E679/2021,2021-10-26,2024-05-31,948.0
E680/2021,2021-10-26,2024-05-31,948.0
E681/2021,2021-10-26,2024-05-31,948.0
E682/2021,2021-10-26,2024-05-31,948.0
E684/2021,2021-10-26,2024-05-31,948.0
E685/2021,2021-10-26,2024-05-31,948.0
E686/2021,2021-10-27,2024-05-31,947.0
E687/2021,2021-10-26,2024-05-31,948.0
E689/2021,2021-10-26,2024-05-31,948.0
E690/2021,2021-10-27,2024-05-31,947.0
E692/2021,2021-10-27,2024-05-31,947.0
E693/2021,2021-10-27,2024-05-31,947.0
E694/2021,2021-10-27,2024-05-31,947.0
E695/2021,2021-10-27,2024-05-31,947.0
E696/2021,2021-10-28,2024-05-31,946.0
E697/2021,2021-10-28,2024-05-31,946.0
E698/2021,2021-10-28,2024-05-31,946.0
E699/2021,2021-10-28,2024-05-31,946.0
E700/2021,2021-10-28,2024-05-31,946.0
E701/2021,2021-10-29,2024-05-31,945.0
E702/2021,2021-10-29,2024-05-31,945.0
E703/2021,2021-10-29,2024-05-31,945.0
E704/2021,2021-11-03,2024-05-31,940.0
E705/2021,2021-11-01,2024-05-31,942.0
E706/2021,2021-11-02,2024-05-31,941.0
E707/2021,2021-11-01,2024-05-31,942.0
E708/2021,2021-11-01,2024-05-31,942.0
E711/2021,2021-11-02,2024-05-31,941.0
E854/2021,2021-12-09,2024-05-31,904.0
855/2021,2021-12-08,2024-05-31,905.0
E856/2021,2021-12-08,2024-05-31,905.0
E857/2021,2021-12-10,2024-05-31,903.0
E858/2021,2021-12-14,2024-05-31,899.0
E859/2021,2021-12-14,2024-05-31,899.0
E860/2021,2021-12-14,2024-05-31,899.0
E862/2021,2021-12-14,2024-05-31,899.0
E863/2021,2021-12-14,2024-05-31,899.0
E864/2021,2021-12-14,2024-05-31,899.0
E865/2021,2021-12-14,2024-05-31,899.0
E866/2021,2021-12-15,2024-05-31,898.0
E867/2021,2021-12-15,2024-05-31,898.0
E869/2021,2021-12-15,2024-05-31,898.0
E871/2021,2021-12-16,2024-05-31,897.0
E873/2021,2021-12-16,2024-05-31,897.0
E874/2021,2021-12-16,2024-05-31,897.0
E875/2021,2021-12-16,2024-05-31,897.0
E876/2021,2021-12-17,2024-05-31,896.0
E878/2021,2021-12-17,2024-05-31,896.0
E879/2021,2021-12-17,2024-05-31,896.0
E880/2021,2021-12-17,2024-05-31,896.0
E881/2021,2021-12-17,2024-05-31,896.0
E883/2021,2021-12-22,2024-05-31,891.0
E884/2021,2021-12-24,2024-05-31,889.0
E886/2021,2021-01-03,2024-05-31,1244.0
E887/2021,2021-12-22,2024-05-31,891.0
E888/2021,2021-12-23,2024-05-31,890.0
E889/2021,2021-12-24,2024-05-31,889.0
E890/2021,2021-12-24,2024-05-31,889.0
E891/2021,2021-12-24,2024-05-31,889.0
E892/2021,2021-12-24,2024-05-31,889.0
E893/2021,2021-12-24,2024-05-31,889.0
232/2021,2021-03-12,2024-05-31,1176.0
234/2021,2021-03-12,2024-05-31,1176.0
235/2021,2021-03-12,2024-05-31,1176.0
237/2021,2021-03-15,2024-05-31,1173.0
238/2021,2021-03-15,2024-05-31,1173.0
239/2021,2021-03-16,2024-05-31,1172.0
E110/2021,2021-05-12,2024-05-31,1115.0
240/2021,2021-03-16,2024-05-31,1172.0
242/2021,2021-03-16,2024-05-31,1172.0
243/2021,2021-03-16,2024-05-31,1172.0
244/2021,2021-03-16,2024-05-31,1172.0
245/2021,2021-03-17,2024-05-31,1171.0
247/2021,2021-03-17,2024-05-31,1171.0
248/2021,2021-03-17,2024-05-31,1171.0
249/2021,2021-03-17,2024-05-31,1171.0
251/2021,2021-03-18,2024-05-31,1170.0
252/2021,2021-03-18,2024-05-31,1170.0
253/2021,2021-03-18,2024-05-31,1170.0
254/2021,2021-03-10,2024-05-31,1178.0
255/2021,2021-03-18,2024-05-31,1170.0
281/2021,2021-03-26,2024-05-31,1162.0
284/2021,2021-03-29,2024-05-31,1159.0
286/2021,2021-03-31,2024-05-31,1157.0
E287/2021,2021-07-01,2024-05-31,1065.0
289/2021,2021-03-31,2024-05-31,1157.0
290/2021,2021-06-28,2024-05-31,1068.0
172/2021,2021-02-25,2024-05-31,1191.0
E388/2022,2022-04-07,2024-05-31,785.0
E389/2022,2022-04-07,2024-05-31,785.0
E390/2022,2022-04-07,2024-05-31,785.0
E391/2022,2022-04-07,2024-05-31,785.0
E396/2022,2022-04-08,2024-05-31,784.0
E398/2022,2022-04-08,2024-05-31,784.0
E401/2022,2022-04-12,2024-05-31,780.0
E402/2022,2022-04-12,2024-05-31,780.0
E403/2022,2022-04-12,2024-05-31,780.0
E404/2022,2022-04-12,2024-05-31,780.0
E405/2022,2022-04-12,2024-05-31,780.0
E406/2022,2022-04-12,2024-05-31,780.0
E407/2022,2022-04-13,2024-05-31,779.0
E408/2022,2022-04-13,2024-05-31,779.0
E412/2022,2022-04-14,2024-05-31,778.0
E415/2022,2022-04-14,2024-05-31,778.0
E416/2022,2022-04-19,2024-05-31,773.0
E421/2022,2022-04-14,2024-05-31,778.0
E423/2022,2022-04-19,2024-05-31,773.0
E425/2022,2022-04-27,2024-05-31,765.0
E430/2022,2022-04-22,2024-05-31,770.0
E432/2022,2022-04-22,2024-05-31,770.0
E433/2022,2022-04-25,2024-05-31,767.0
E501/2022,2022-05-12,2024-05-31,750.0
E503/2022,2022-05-16,2024-05-31,746.0
E504/2022,2022-05-12,2024-05-31,750.0
E505/2022,2022-05-16,2024-05-31,746.0
E507/2022,2022-05-16,2024-05-31,746.0
E513/2022,2022-05-17,2024-05-31,745.0
E514/2022,2022-05-17,2024-05-31,745.0
E515/2022,2022-05-17,2024-05-31,745.0
E517/2022,2022-05-18,2024-05-31,744.0
E518/2022,2022-05-18,2024-05-31,744.0
E519/2022,2022-05-18,2024-05-31,744.0
E520/2022,2022-05-20,2024-05-31,742.0
E523/2022,2022-05-19,2024-05-31,743.0
E524/2022,2022-05-19,2024-05-31,743.0
E526/2022,2022-05-19,2024-05-31,743.0
E527/2022,2022-05-19,2024-05-31,743.0
E528/2022,2022-05-19,2024-05-31,743.0
E529/2022,2022-05-20,2024-05-31,742.0
E530/2022,2022-05-20,2024-05-31,742.0
E531/2022,2022-05-20,2024-05-31,742.0
E535/2022,2022-05-23,2024-05-31,739.0
E538/2022,2022-05-31,2024-05-31,731.0
E539/2022,2022-05-24,2024-05-31,738.0
E541/2022,2022-05-24,2024-05-31,738.0
E542/2022,2022-05-24,2024-05-31,738.0
E544/2022,2022-05-24,2024-05-31,738.0
E545/2022,2022-05-24,2024-05-31,738.0
E546/2022,2022-05-27,2024-05-31,735.0
E549/2022,2022-05-25,2024-05-31,737.0
E550/2022,2022-05-25,2024-05-31,737.0
E553/2022,2022-06-02,2024-05-31,729.0
E556/2022,2022-05-27,2024-05-31,735.0
E558/2022,2022-05-30,2024-05-31,732.0
E562/2022,2022-05-30,2024-05-31,732.0
E563/2022,2022-05-30,2024-05-31,732.0
E564/2022,2022-05-30,2024-05-31,732.0
E566/2022,2022-05-31,2024-05-31,731.0
E567/2022,2022-05-31,2024-05-31,731.0
E568/2022,2022-05-31,2024-05-31,731.0
E671/2022,2022-06-24,2024-05-31,707.0
E672/2022,2022-06-27,2024-05-31,704.0
E673/2022,2022-06-28,2024-05-31,703.0
E675/2022,2022-06-29,2024-05-31,702.0
E676/2022,2022-06-28,2024-05-31,703.0
E677/2022,2022-06-29,2024-05-31,702.0
E755/2022,2022-07-18,2024-05-31,683.0
E757/2022,2022-07-19,2024-05-31,682.0
E759/2022,2022-07-26,2024-05-31,675.0
E763/2022,2022-07-19,2024-05-31,682.0
E934/2022,2022-06-21,2024-05-31,710.0
E764/2022,2022-07-26,2024-05-31,675.0
E767/2022,2022-07-20,2024-05-31,681.0
E770/2022,2022-07-20,2024-05-31,681.0
E774/2022,2022-07-20,2024-05-31,681.0
E775/2022,2022-07-22,2024-05-31,679.0
E776/2022,2022-07-21,2024-05-31,680.0
E777/2022,2022-07-21,2024-05-31,680.0
E778/2022,2022-07-21,2024-05-31,680.0
E779/2022,2022-07-21,2024-05-31,680.0
E780/2022,2022-07-21,2024-05-31,680.0
E782/2022,2022-07-22,2024-05-31,679.0
E783/2022,2022-07-22,2024-05-31,679.0
E784/2022,2022-07-22,2024-05-31,679.0
E785/2022,2022-07-22,2024-05-31,679.0
E757/2022,2022-07-22,2024-05-31,679.0
E787/2022,2022-07-20,2024-05-31,681.0
E788/2022,2022-07-22,2024-05-31,679.0
E789/2022,2022-07-27,2024-05-31,674.0
E795/2022,2022-07-25,2024-05-31,676.0
E796/2022,2022-07-25,2024-05-31,676.0
E797/2022,2022-07-25,2024-05-31,676.0
E1087/2022,2022-10-11,2024-05-31,598.0
E1089/2022,2022-10-12,2024-05-31,597.0
E1091/2022,2022-10-12,2024-05-31,597.0
E1093/2022,2022-10-12,2024-05-31,597.0
E1094/2022,2022-10-12,2024-05-31,597.0
E1095/2022,2022-10-13,2024-05-31,596.0
E1096/2022,2022-10-13,2024-05-31,596.0
E1097/2022,2022-10-13,2024-05-31,596.0
E1098/2022,2022-10-13,2024-05-31,596.0
E1100/2022,2022-10-13,2024-05-31,596.0
E1102/2022,2022-10-14,2024-05-31,595.0
E1105/2022,2022-10-14,2024-05-31,595.0
E1106/2022,2022-10-14,2024-05-31,595.0
E1107/2022,2022-10-14,2024-05-31,595.0
E1108/2022,2022-10-17,2024-05-31,592.0
E1109/2022,2022-10-17,2024-05-31,592.0
E1110/2022,2022-10-11,2024-05-31,598.0
E1111/2022,2022-10-19,2024-05-31,590.0
E1115/2022,2022-10-17,2024-05-31,592.0
E1116/2022,2022-10-17,2024-05-31,592.0
E1117/2022,2022-10-17,2024-05-31,592.0
E1118/2022,2022-10-17,2024-05-31,592.0
E1119/2022,2022-10-18,2024-05-31,591.0
E1120/2022,2022-10-18,2024-05-31,591.0
E1121/2022,2022-10-18,2024-05-31,591.0
E1131/2022,2022-11-07,2024-05-31,571.0
E1125/2022,2022-10-18,2024-05-31,591.0
E1127/2022,2022-10-18,2024-05-31,591.0
E1128/2022,2022-10-19,2024-05-31,590.0
E1130/2022,2022-10-19,2024-05-31,590.0
E1131/2022,2022-10-19,2024-05-31,590.0
E1132/2022,2022-10-19,2024-05-31,590.0
E1133/2022,2022-10-21,2024-05-31,588.0
E1178/2022,2022-10-31,2024-05-31,578.0
E1169/2022,2022-10-27,2024-05-31,582.0
E1170/2022,2022-10-27,2024-05-31,582.0
E1172/2022,2022-10-27,2024-05-31,582.0
E1173/2022,2022-10-26,2024-05-31,583.0
E1175/2022,2022-10-31,2024-05-31,578.0
E1177/2022,2022-10-31,2024-05-31,578.0
E1243/2022,2022-11-08,2024-05-31,570.0
E1247/2022,2022-11-09,2024-05-31,569.0
E1244/2022,2022-11-18,2024-05-31,560.0
E1242/2022,2022-11-08,2024-05-31,570.0
E1240/2022,2022-11-08,2024-05-31,570.0
E1239/2022,2022-11-07,2024-05-31,571.0
E1232/2022,2022-11-07,2024-05-31,571.0
E1233/2022,2022-11-07,2024-05-31,571.0
E1234/2022,2022-11-07,2024-05-31,571.0
E1235/2022,2022-11-07,2024-05-31,571.0
E1236/2022,2022-11-07,2024-05-31,571.0
E1237/2022,2022-11-07,2024-05-31,571.0
E1238/2022,2022-11-07,2024-05-31,571.0
E1230/2022,2022-11-04,2024-05-31,574.0
E1227/2022,2022-11-04,2024-05-31,574.0
E1226/2022,2022-11-04,2024-05-31,574.0
E1225/2022,2022-11-03,2024-05-31,575.0
E1224/2022,2022-11-03,2024-05-31,575.0
E1222/2022,2022-11-03,2024-05-31,575.0
E1220/2022,2022-11-03,2024-05-31,575.0
E1219/2022,2022-11-03,2024-05-31,575.0
E1214/2022,2022-11-03,2024-05-31,575.0
E1213/2022,2022-11-03,2024-05-31,575.0
E1212/2022,2022-11-03,2024-05-31,575.0
E1211/2022,2022-11-04,2024-05-31,574.0
E1204/2022,2022-11-01,2024-05-31,577.0
E1330/2022,2022-11-29,2024-05-31,549.0
E1329/2022,2022-11-29,2024-05-31,549.0
E1327/2022,2022-11-29,2024-05-31,549.0
E1325/2022,2022-11-28,2024-05-31,550.0
E1324/2022,2022-11-28,2024-05-31,550.0
E1323/2022,2022-11-23,2024-05-31,555.0
E1319/2022,2022-11-24,2024-05-31,554.0
E1318/2022,2022-11-28,2024-05-31,550.0
E1317/2022,2022-11-28,2024-05-31,550.0
E1315/2022,2022-11-28,2024-05-31,550.0
E1307/2022,2022-11-24,2024-05-31,554.0
E1283/2022,2022-11-16,2024-05-31,562.0
E1304/2022,2022-11-23,2024-05-31,555.0
E1302/2022,2022-11-11,2024-05-31,567.0
E1301/2022,2022-11-22,2024-05-31,556.0
E1300/2022,2022-11-22,2024-05-31,556.0
E1299/2022,2022-11-22,2024-05-31,556.0
E1298/2022,2022-11-22,2024-05-31,556.0
E1294/2022,2022-11-21,2024-05-31,557.0
E1301/2022,2022-11-24,2024-05-31,554.0
E1308/2022,2022-11-24,2024-05-31,554.0
E1297/2022,2022-11-22,2024-05-31,556.0
E1205/2022,2022-11-03,2024-05-31,575.0
E1216/2022,2022-11-03,2024-05-31,575.0
E1223/2022,2022-11-03,2024-05-31,575.0
E1229/2022,2022-11-04,2024-05-31,574.0
E1382/2022,2022-12-07,2024-05-31,541.0
E1380/2022,2022-12-06,2024-05-31,542.0
E1379/2022,2022-12-06,2024-05-31,542.0
E1376/2022,2022-12-06,2024-05-31,542.0
E1374/2022,2022-12-05,2024-05-31,543.0
E1373/2022,2022-12-02,2024-05-31,546.0
E1372/2022,2022-12-02,2024-05-31,546.0
E1371/2022,2022-12-02,2024-05-31,546.0
E1370/2022,2022-12-02,2024-05-31,546.0
E1474/2022,2022-12-30,2024-05-31,518.0
E1471/2022,2022-12-30,2024-05-31,518.0
E1470/2022,2022-12-29,2024-05-31,519.0
E1468/2022,2022-12-29,2024-05-31,519.0
E1467/2022,2022-12-29,2024-05-31,519.0
E1464/2022,2022-12-28,2024-05-31,520.0
E1462/2022,2022-12-23,2024-05-31,525.0
E1460/2022,2022-12-23,2024-05-31,525.0
E1459/2022,2022-12-22,2024-05-31,526.0
E1458/2022,2022-12-22,2024-05-31,526.0
E1457/2022,2022-12-22,2024-05-31,526.0
E1456/2022,2022-12-22,2024-05-31,526.0
E1455/2022,2022-12-22,2024-05-31,526.0
E1454/2022,2022-12-29,2024-05-31,519.0
E1369/2022,2022-12-02,2024-05-31,546.0
E1368/2022,2022-12-02,2024-05-31,546.0
E1367/2022,2022-12-02,2024-05-31,546.0
